id,country,type,gender,name,source
104,US ,Given Name,Female,linda,https://www.ssa.gov/oact/babynames/decades/century.html
105,US ,Given Name,Female,elizabeth,https://www.ssa.gov/oact/babynames/decades/century.html
106,US ,Given Name,Female,barbara,https://www.ssa.gov/oact/babynames/decades/century.html
107,US ,Given Name,Female,susan,https://www.ssa.gov/oact/babynames/decades/century.html
108,US ,Given Name,Female,jessica,https://www.ssa.gov/oact/babynames/decades/century.html
109,US ,Given Name,Female,karen,https://www.ssa.gov/oact/babynames/decades/century.html
110,US ,Given Name,Female,sarah,https://www.ssa.gov/oact/babynames/decades/century.html
111,US ,Given Name,Female,lisa,https://www.ssa.gov/oact/babynames/decades/century.html
112,US ,Given Name,Female,nancy,https://www.ssa.gov/oact/babynames/decades/century.html
113,US ,Given Name,Female,sandra,https://www.ssa.gov/oact/babynames/decades/century.html
114,US ,Given Name,Female,ashley,https://www.ssa.gov/oact/babynames/decades/century.html
115,US ,Given Name,Female,emily,https://www.ssa.gov/oact/babynames/decades/century.html
116,US ,Given Name,Female,kimberly,https://www.ssa.gov/oact/babynames/decades/century.html
117,US ,Given Name,Female,betty,https://www.ssa.gov/oact/babynames/decades/century.html
118,US ,Given Name,Female,margaret,https://www.ssa.gov/oact/babynames/decades/century.html
119,US ,Given Name,Female,donna,https://www.ssa.gov/oact/babynames/decades/century.html
120,US ,Given Name,Female,michelle,https://www.ssa.gov/oact/babynames/decades/century.html
121,US ,Given Name,Female,carol,https://www.ssa.gov/oact/babynames/decades/century.html
122,US ,Given Name,Female,amanda,https://www.ssa.gov/oact/babynames/decades/century.html
123,US ,Given Name,Female,melissa,https://www.ssa.gov/oact/babynames/decades/century.html
124,US ,Given Name,Female,deborah,https://www.ssa.gov/oact/babynames/decades/century.html
125,US ,Given Name,Female,stephanie,https://www.ssa.gov/oact/babynames/decades/century.html
126,US ,Given Name,Female,rebecca,https://www.ssa.gov/oact/babynames/decades/century.html
127,US ,Given Name,Female,sharon,https://www.ssa.gov/oact/babynames/decades/century.html
128,US ,Given Name,Female,laura,https://www.ssa.gov/oact/babynames/decades/century.html
129,US ,Given Name,Female,cynthia,https://www.ssa.gov/oact/babynames/decades/century.html
130,US ,Given Name,Female,amy,https://www.ssa.gov/oact/babynames/decades/century.html
131,US ,Given Name,Female,kathleen,https://www.ssa.gov/oact/babynames/decades/century.html
132,US ,Given Name,Female,angela,https://www.ssa.gov/oact/babynames/decades/century.html
133,US ,Given Name,Female,dorothy,https://www.ssa.gov/oact/babynames/decades/century.html
134,US ,Given Name,Female,shirley,https://www.ssa.gov/oact/babynames/decades/century.html
135,US ,Given Name,Female,emma,https://www.ssa.gov/oact/babynames/decades/century.html
136,US ,Given Name,Female,brenda,https://www.ssa.gov/oact/babynames/decades/century.html
137,US ,Given Name,Female,nicole,https://www.ssa.gov/oact/babynames/decades/century.html
138,US ,Given Name,Female,pamela,https://www.ssa.gov/oact/babynames/decades/century.html
139,US ,Given Name,Female,samantha,https://www.ssa.gov/oact/babynames/decades/century.html
140,US ,Given Name,Female,anna,https://www.ssa.gov/oact/babynames/decades/century.html
141,US ,Given Name,Female,katherine,https://www.ssa.gov/oact/babynames/decades/century.html
142,US ,Given Name,Female,christine,https://www.ssa.gov/oact/babynames/decades/century.html
143,US ,Given Name,Female,debra,https://www.ssa.gov/oact/babynames/decades/century.html
144,US ,Given Name,Female,rachel,https://www.ssa.gov/oact/babynames/decades/century.html
145,US ,Given Name,Female,olivia,https://www.ssa.gov/oact/babynames/decades/century.html
146,US ,Given Name,Female,carolyn,https://www.ssa.gov/oact/babynames/decades/century.html
147,US ,Given Name,Female,maria,https://www.ssa.gov/oact/babynames/decades/century.html
148,US ,Given Name,Female,janet,https://www.ssa.gov/oact/babynames/decades/century.html
149,US ,Given Name,Female,heather,https://www.ssa.gov/oact/babynames/decades/century.html
150,US ,Given Name,Female,diane,https://www.ssa.gov/oact/babynames/decades/century.html
151,US ,Given Name,Female,catherine,https://www.ssa.gov/oact/babynames/decades/century.html
152,US ,Given Name,Female,julie,https://www.ssa.gov/oact/babynames/decades/century.html
153,US ,Given Name,Female,victoria,https://www.ssa.gov/oact/babynames/decades/century.html
154,US ,Given Name,Female,helen,https://www.ssa.gov/oact/babynames/decades/century.html
155,US ,Given Name,Female,joyce,https://www.ssa.gov/oact/babynames/decades/century.html
156,US ,Given Name,Female,lauren,https://www.ssa.gov/oact/babynames/decades/century.html
157,US ,Given Name,Female,kelly,https://www.ssa.gov/oact/babynames/decades/century.html
158,US ,Given Name,Female,christina,https://www.ssa.gov/oact/babynames/decades/century.html
159,US ,Given Name,Female,joan,https://www.ssa.gov/oact/babynames/decades/century.html
160,US ,Given Name,Female,judith,https://www.ssa.gov/oact/babynames/decades/century.html
161,US ,Given Name,Female,ruth,https://www.ssa.gov/oact/babynames/decades/century.html
162,US ,Given Name,Female,hannah,https://www.ssa.gov/oact/babynames/decades/century.html
163,US ,Given Name,Female,evelyn,https://www.ssa.gov/oact/babynames/decades/century.html
164,US ,Given Name,Female,andrea,https://www.ssa.gov/oact/babynames/decades/century.html
165,US ,Given Name,Female,virginia,https://www.ssa.gov/oact/babynames/decades/century.html
166,US ,Given Name,Female,megan,https://www.ssa.gov/oact/babynames/decades/century.html
167,US ,Given Name,Female,cheryl,https://www.ssa.gov/oact/babynames/decades/century.html
168,US ,Given Name,Female,jacqueline,https://www.ssa.gov/oact/babynames/decades/century.html
169,US ,Given Name,Female,madison,https://www.ssa.gov/oact/babynames/decades/century.html
170,US ,Given Name,Female,sophia,https://www.ssa.gov/oact/babynames/decades/century.html
171,US ,Given Name,Female,abigail,https://www.ssa.gov/oact/babynames/decades/century.html
172,US ,Given Name,Female,teresa,https://www.ssa.gov/oact/babynames/decades/century.html
173,US ,Given Name,Female,isabella,https://www.ssa.gov/oact/babynames/decades/century.html
174,US ,Given Name,Female,sara,https://www.ssa.gov/oact/babynames/decades/century.html
175,US ,Given Name,Female,janice,https://www.ssa.gov/oact/babynames/decades/century.html
176,US ,Given Name,Female,martha,https://www.ssa.gov/oact/babynames/decades/century.html
177,US ,Given Name,Female,gloria,https://www.ssa.gov/oact/babynames/decades/century.html
178,US ,Given Name,Female,kathryn,https://www.ssa.gov/oact/babynames/decades/century.html
179,US ,Given Name,Female,ann,https://www.ssa.gov/oact/babynames/decades/century.html
180,US ,Given Name,Female,charlotte,https://www.ssa.gov/oact/babynames/decades/century.html
181,US ,Given Name,Female,judy,https://www.ssa.gov/oact/babynames/decades/century.html
182,US ,Given Name,Female,amber,https://www.ssa.gov/oact/babynames/decades/century.html
183,US ,Given Name,Female,julia,https://www.ssa.gov/oact/babynames/decades/century.html
184,US ,Given Name,Female,grace,https://www.ssa.gov/oact/babynames/decades/century.html
185,US ,Given Name,Female,denise,https://www.ssa.gov/oact/babynames/decades/century.html
186,US ,Given Name,Female,danielle,https://www.ssa.gov/oact/babynames/decades/century.html
187,US ,Given Name,Female,natalie,https://www.ssa.gov/oact/babynames/decades/century.html
188,US ,Given Name,Female,alice,https://www.ssa.gov/oact/babynames/decades/century.html
189,US ,Given Name,Female,marilyn,https://www.ssa.gov/oact/babynames/decades/century.html
190,US ,Given Name,Female,diana,https://www.ssa.gov/oact/babynames/decades/century.html
191,US ,Given Name,Female,beverly,https://www.ssa.gov/oact/babynames/decades/century.html
192,US ,Given Name,Female,jean,https://www.ssa.gov/oact/babynames/decades/century.html
193,US ,Given Name,Female,brittany,https://www.ssa.gov/oact/babynames/decades/century.html
194,US ,Given Name,Female,theresa,https://www.ssa.gov/oact/babynames/decades/century.html
195,US ,Given Name,Female,frances,https://www.ssa.gov/oact/babynames/decades/century.html
196,US ,Given Name,Female,kayla,https://www.ssa.gov/oact/babynames/decades/century.html
197,US ,Given Name,Female,alexis,https://www.ssa.gov/oact/babynames/decades/century.html
198,US ,Given Name,Female,tiffany,https://www.ssa.gov/oact/babynames/decades/century.html
199,US ,Given Name,Female,lori,https://www.ssa.gov/oact/babynames/decades/century.html
200,US ,Given Name,Female,kathy,https://www.ssa.gov/oact/babynames/decades/century.html
